,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,car_maker
4208, 5 Series,2019,Semi-Auto,5389,Petrol,150,36.2,2.0,bmw
9095, 3 Series,2016,Automatic,42102,Petrol,125,51.4,2.0,bmw
8181, A3,2015,Manual,87661,Diesel,20,70.6,1.6,audi
15740, Fiesta,2016,Manual,40000,Petrol,0,65.7,1.0,ford
14845, Tiguan Allspace,2019,Automatic,4635,Diesel,145,38.7,2.0,vw
5122, RS5,2019,Automatic,4474,Petrol,145,29.7,2.9,audi
830, Golf,2019,Automatic,1781,Petrol,145,37.7,2.0,vw
4951, Golf,2016,Automatic,44472,Diesel,20,58.9,1.6,vw
14951, Shuttle,2019,Semi-Auto,4800,Diesel,145,33.2,2.0,vw
7847, Mondeo,2016,Semi-Auto,26905,Diesel,125,58.9,2.0,ford
10320, Fiesta,2013,Manual,60088,Petrol,0,65.7,1.0,ford
1944, Golf,2016,Manual,18221,Diesel,20,67.3,2.0,vw
11967, C Class,2017,Automatic,26844,Diesel,150,58.9,2.1,mercedes
5732, A5,2019,Automatic,6621,Diesel,145,47.1,2.0,audi
5592, Yeti Outdoor,2017,Manual,46914,Petrol,125,51.4,1.2,skoda
8177, A6,2016,Automatic,64561,Diesel,20,64.2,2.0,audi
4938, Aygo,2016,Manual,31183,Petrol,0,69.0,1.0,toyota
8095, C Class,2016,Semi-Auto,21040,Diesel,30,64.2,1.6,mercedes
1478, 3 Series,2019,Manual,123,Diesel,145,61.4,2.0,bmw
16586, Fiesta,2017,Manual,30925,Petrol,0,65.7,1.0,ford
8208, Fiesta,2017,Manual,32336,Diesel,0,78.5,1.5,ford
7680, 1 Series,2013,Manual,65000,Diesel,30,65.7,2.0,bmw
8232, 1 Series,2016,Automatic,52874,Petrol,235,37.7,3.0,bmw
3370, Fiesta,2018,Manual,9250,Petrol,150,65.7,1.0,ford
1612, X3,2013,Semi-Auto,30400,Diesel,165,50.4,2.0,bmw
6676, Focus,2018,Manual,5014,Petrol,145,61.4,1.0,ford
9390, Focus,2016,Manual,20096,Petrol,200,41.5,2.0,ford
15361, C-MAX,2014,Manual,37929,Diesel,125,55.4,2.0,ford
2945, GLA Class,2020,Semi-Auto,16,Petrol,145,35.8,1.6,mercedes
9817, Polo,2018,Manual,8095,Petrol,145,64.2,1.0,vw
4525, Golf,2017,Automatic,22000,Petrol,145,39.8,2.0,vw
318, E Class,2017,Semi-Auto,16062,Diesel,145,52.3,3.0,mercedes
3801, Golf,2016,Manual,48101,Diesel,20,67.3,2.0,vw
2182, Yaris,2015,Manual,28836,Petrol,30,55.0,1.3,toyota
673, Fiesta,2014,Manual,52627,Petrol,30,54.3,1.2,ford
7628, Polo,2019,Manual,5000,Petrol,145,52.3,1.0,vw
9891, C Class,2017,Automatic,37000,Diesel,30,64.2,2.1,mercedes
4802, Octavia,2020,Manual,3000,Diesel,150,57.7,1.6,skoda
3384, SL CLASS,2020,Semi-Auto,250,Petrol,145,35.8,2.0,mercedes
6582, Hilux,2013,Manual,35683,Diesel,265,36.7,3.0,toyota
10853, B Class,2013,Manual,70230,Diesel,30,64.2,1.8,mercedes
1493, Q5,2019,Semi-Auto,28,Petrol,145,33.2,2.0,audi
2164, KA,2014,Manual,21303,Petrol,30,57.7,1.2,ford
15368, Fiesta,2017,Manual,26672,Petrol,145,47.9,1.6,ford
3227, C Class,2019,Semi-Auto,7721,Petrol,145,46.3,1.5,mercedes
1932, Golf,2017,Manual,32949,Diesel,0,74.3,1.6,vw
5894, C-HR,2018,Automatic,18033,Hybrid,135,74.3,1.8,toyota
7775, SL CLASS,2019,Semi-Auto,24,Petrol,145,36.7,3.0,mercedes
1902, Yaris,2017,Automatic,16900,Hybrid,0,86.0,1.5,toyota
13561, Touareg,2019,Semi-Auto,2980,Petrol,145,25.5,3.0,vw
9756, CL Class,2016,Manual,53000,Petrol,125,51.4,1.6,mercedes
2809, Q2,2019,Semi-Auto,4757,Diesel,145,47.9,2.0,audi
8593, Fiesta,2017,Manual,4750,Petrol,125,54.3,1.2,ford
7712, 5 Series,2013,Automatic,74000,Diesel,125,57.6,2.0,bmw
1704, A Class,2016,Semi-Auto,25550,Petrol,165,45.6,2.0,mercedes
184, Q5,2017,Semi-Auto,18000,Diesel,150,56.5,2.0,audi
10495, Tiguan,2020,Manual,5124,Diesel,145,42.8,2.0,vw
11295, Tiguan,2019,Semi-Auto,2228,Petrol,150,37.7,1.5,vw
81, Corolla,2019,Automatic,3650,Hybrid,135,72.4,2.0,toyota
9182, 5 Series,2016,Automatic,64470,Diesel,30,62.8,2.0,bmw
52, GT86,2014,Manual,24667,Petrol,265,36.2,2.0,toyota
7673, Kuga,2018,Manual,20042,Diesel,145,60.1,2.0,ford
5554, 4 Series,2014,Semi-Auto,49460,Petrol,165,44.1,2.0,bmw
2148, Yaris,2019,Manual,12600,Petrol,145,47.9,1.5,toyota
451, CL Class,2017,Automatic,39643,Diesel,20,67.3,2.1,mercedes
14974, EcoSport,2019,Manual,2121,Petrol,145,51.4,1.0,ford
7899, A Class,2014,Semi-Auto,45844,Diesel,20,68.9,2.1,mercedes
15093, Fiesta,2019,Manual,8732,Petrol,145,58.9,1.0,ford
16118, Focus,2015,Manual,51879,Diesel,0,74.3,1.5,ford
1759, 2 Series,2018,Manual,6889,Petrol,145,57.6,1.5,bmw
603, T-Roc,2019,Manual,3000,Diesel,145,50.4,1.6,vw
8405, C Class,2019,Semi-Auto,2136,Diesel,145,54.3,2.0,mercedes
11880, Mondeo,2017,Manual,7147,Petrol,150,48.7,1.5,ford
5783, A4,2017,Semi-Auto,28500,Diesel,20,70.6,2.0,audi
1152, C Class,2015,Automatic,7976,Petrol,125,52.3,2.0,mercedes
5885, 4 Series,2019,Semi-Auto,6155,Diesel,145,47.9,3.0,bmw
9747, Polo,2019,Manual,10413,Petrol,145,48.7,1.0,vw
5357, 3 Series,2019,Semi-Auto,5004,Diesel,145,49.6,2.0,bmw
4375, Golf,2020,Manual,1834,Petrol,145,49.6,1.5,vw
7911, Focus,2019,Automatic,10841,Diesel,145,74.3,1.5,ford
15876, Fiesta,2016,Manual,19934,Petrol,0,65.7,1.0,ford
2063, Octavia,2017,Manual,35373,Diesel,20,72.4,1.6,skoda
13584, Kuga,2013,Manual,74576,Diesel,145,53.3,2.0,ford
16173, Fiesta,2018,Manual,10375,Petrol,145,58.9,1.0,ford
4500, C Class,2019,Semi-Auto,3999,Petrol,145,29.7,3.0,mercedes
3301, Octavia,2017,Semi-Auto,35555,Petrol,20,62.8,1.0,skoda
879, Golf,2019,Semi-Auto,9893,Petrol,150,32.8,2.0,vw
1555, Fabia,2017,Manual,29402,Petrol,150,64.2,1.0,skoda
5012, GLA Class,2017,Semi-Auto,33301,Diesel,145,56.5,2.1,mercedes
7679, Kuga,2017,Manual,17003,Diesel,145,54.3,2.0,ford
13508, Touareg,2017,Automatic,25011,Diesel,145,42.8,3.0,vw
2854, Mondeo,2016,Manual,22268,Diesel,0,78.5,1.5,ford
2803, A1,2017,Manual,24015,Petrol,30,58.9,1.4,audi
1988, Golf,2019,Semi-Auto,3852,Petrol,145,43.5,1.5,vw
7969, A3,2014,Manual,44000,Diesel,0,74.3,1.6,audi
3308, Q3,2019,Automatic,5007,Diesel,145,48.7,2.0,audi
7055, E Class,2015,Semi-Auto,32397,Diesel,125,56.5,2.1,mercedes
11469, C-MAX,2017,Manual,15280,Diesel,20,68.9,1.5,ford
14225, Focus,2017,Manual,18866,Petrol,145,57.7,1.0,ford
3977, Golf,2017,Manual,25000,Petrol,150,54.3,1.4,vw
5938, A3,2017,Semi-Auto,22122,Diesel,145,74.3,1.6,audi
5715, Passat,2019,Semi-Auto,10,Petrol,145,42.8,1.5,vw
7973, A Class,2019,Automatic,4554,Diesel,145,62.8,1.5,mercedes
13826, Mustang,2016,Automatic,18000,Petrol,325,28.8,2.3,ford
4098, Fiesta,2013,Semi-Auto,24950,Petrol,145,47.9,1.6,ford
4869, Superb,2016,Manual,54280,Diesel,20,67.3,2.0,skoda
5463, Aygo,2017,Automatic,38211,Other,150,67.3,1.0,toyota
6280, Prius,2015,Automatic,28254,Other,10,64.2,1.8,toyota
2380, Yaris,2016,Manual,17000,Petrol,30,58.0,1.3,toyota
8693, GLC Class,2019,Semi-Auto,8847,Diesel,145,56.5,2.1,mercedes
11138, S-MAX,2017,Manual,36545,Diesel,145,56.5,2.0,ford
7045, A4,2017,Semi-Auto,33300,Petrol,145,50.4,2.0,audi
1247, Focus,2017,Manual,8111,Petrol,145,61.4,1.0,ford
38, C Class,2020,Automatic,3500,Petrol,145,64.2,2.0,mercedes
3488, Auris,2017,Automatic,12174,Hybrid,135,70.6,1.8,toyota
6737, T-Cross,2019,Manual,2349,Petrol,145,47.9,1.0,vw
3290, Golf,2017,Manual,61000,Diesel,145,64.2,2.0,vw
5654, GLC Class,2018,Automatic,10516,Diesel,145,56.5,2.1,mercedes
9928, 6 Series,2014,Automatic,59295,Diesel,160,49.6,3.0,bmw
4640, Aygo,2017,Manual,24128,Petrol,145,68.9,1.0,toyota
1667, GLA Class,2017,Manual,21609,Diesel,145,67.3,2.1,mercedes
2120, Yaris,2019,Automatic,2999,Petrol,145,47.9,1.5,toyota
4359, Golf,2017,Semi-Auto,25256,Hybrid,135,156.9,1.4,vw
3795, Q5,2020,Semi-Auto,6500,Diesel,145,38.2,2.0,audi
485, T-Roc,2019,Manual,2500,Diesel,145,50.4,2.0,vw
1381, 3 Series,2016,Manual,32927,Diesel,125,60.1,2.0,bmw
5960, 3 Series,2019,Semi-Auto,7736,Hybrid,135,8.8,2.0,bmw
14629, Golf SV,2019,Manual,23,Diesel,145,54.3,1.6,vw
6805, X2,2019,Automatic,7021,Petrol,145,34.0,2.0,bmw
1398, X3,2019,Semi-Auto,17647,Petrol,145,30.4,2.0,bmw
9054, Polo,2017,Semi-Auto,36248,Petrol,20,60.1,1.2,vw
8285, Polo,2017,Manual,46019,Petrol,20,60.1,1.2,vw
1131, Golf,2017,Semi-Auto,25363,Petrol,145,44.8,2.0,vw
17259, Fiesta,2018,Manual,2125,Petrol,145,58.9,1.0,ford
12495, C Class,2015,Manual,41945,Diesel,20,68.9,2.1,mercedes
4161, Aygo,2017,Manual,25912,Petrol,0,68.9,1.0,toyota
3946, A3,2019,Automatic,6395,Petrol,145,41.5,1.5,audi
9531, Fiesta,2019,Manual,3000,Petrol,145,40.3,1.5,ford
443, Superb,2019,Automatic,5000,Petrol,145,38.2,2.0,skoda
6878, 3 Series,2017,Automatic,11076,Diesel,145,56.5,3.0,bmw
8800, A1,2016,Manual,35002,Petrol,30,57.6,1.4,audi
9166, 2 Series,2020,Automatic,1221,Diesel,145,49.6,2.0,bmw
7370, X3,2016,Automatic,20000,Diesel,145,54.3,2.0,bmw
17463, Fiesta,2018,Automatic,27839,Petrol,145,54.3,1.0,ford
2901, Yaris,2017,Automatic,39066,Petrol,150,60.1,1.5,toyota
7148, 5 Series,2019,Semi-Auto,11794,Diesel,150,62.8,2.0,bmw
4242, Karoq,2019,Automatic,8772,Diesel,145,64.2,1.6,skoda
9941, A Class,2017,Manual,13837,Diesel,145,68.9,1.5,mercedes
4943, Q7,2018,Semi-Auto,11800,Diesel,145,39.2,4.0,audi
11260, C Class,2016,Manual,17757,Petrol,125,53.3,2.0,mercedes
17389, Fiesta,2019,Manual,3571,Petrol,145,60.1,1.0,ford
10854, Tiguan,2020,Semi-Auto,1000,Diesel,145,39.8,2.0,vw
3605, Auris,2015,Automatic,56617,Hybrid,0,70.6,1.8,toyota
6911, GLC Class,2019,Semi-Auto,4102,Diesel,145,56.5,2.1,mercedes
946, Fabia,2017,Manual,27407,Petrol,145,57.7,1.0,skoda
6777, 5 Series,2014,Semi-Auto,21880,Diesel,125,57.6,2.0,bmw
10681, A Class,2014,Automatic,38313,Diesel,30,64.2,1.8,mercedes
2130, Fiesta,2015,Manual,42819,Petrol,0,65.7,1.0,ford
9759, 5 Series,2016,Automatic,96620,Diesel,30,62.8,2.0,bmw
2156, Q3,2015,Manual,78962,Diesel,125,60.1,2.0,audi
4960, Citigo,2018,Manual,9840,Petrol,145,64.2,1.0,skoda
15444, Fiesta,2016,Manual,16158,Petrol,125,54.3,1.2,ford
172, Focus,2017,Manual,42002,Petrol,20,60.1,1.0,ford
2198, Citigo,2014,Manual,34300,Petrol,20,62.8,1.0,skoda
14581, Fiesta,2016,Manual,45018,Petrol,0,65.7,1.0,ford
7402, Focus,2016,Manual,19518,Diesel,0,74.3,1.5,ford
6203, E Class,2017,Semi-Auto,19156,Diesel,160,52.3,3.0,mercedes
9616, A5,2019,Automatic,6445,Diesel,145,48.7,2.0,audi
2134, A Class,2017,Semi-Auto,19130,Diesel,145,70.6,2.1,mercedes
151, Corolla,2019,Automatic,10124,Hybrid,135,85.6,1.8,toyota
2569, X2,2019,Semi-Auto,2949,Diesel,145,61.4,2.0,bmw
7259, X1,2017,Semi-Auto,9637,Diesel,145,55.4,2.0,bmw
6792, E Class,2017,Semi-Auto,11900,Diesel,145,65.7,2.0,mercedes
343, T-Roc,2019,Automatic,1278,Petrol,145,34.5,2.0,vw
11722, Tiguan,2018,Automatic,13346,Diesel,145,49.6,2.0,vw
7649, 4 Series,2015,Automatic,41000,Diesel,30,65.7,2.0,bmw
8316, Q3,2014,Automatic,29998,Diesel,200,47.9,2.0,audi
7353, GLA Class,2019,Semi-Auto,12836,Diesel,145,67.3,2.1,mercedes
3171, Fiesta,2013,Manual,43500,Diesel,0,76.4,1.5,ford
2147, Golf,2019,Semi-Auto,5492,Petrol,145,32.8,2.0,vw
7915, 3 Series,2017,Automatic,17059,Hybrid,135,134.5,2.0,bmw
1342, Yaris,2017,Manual,26600,Petrol,30,58.0,1.3,toyota
930, Golf,2016,Manual,20665,Diesel,0,74.3,1.6,vw
11807, B-MAX,2018,Manual,38404,Petrol,145,57.7,1.0,ford
12153, Up,2020,Manual,2500,Petrol,145,51.4,1.0,vw
5172, V Class,2019,Semi-Auto,236,Diesel,145,36.2,2.0,mercedes
8772, 4 Series,2019,Automatic,6751,Petrol,145,48.7,2.0,bmw
5873, M3,2017,Automatic,3824,Petrol,145,34.0,3.0,bmw
7848, X3,2019,Automatic,9770,Diesel,145,48.7,3.0,bmw
15015, Jetta,2012,Manual,110750,Diesel,20,67.3,1.6,vw
11289, EcoSport,2018,Manual,6478,Petrol,145,54.3,1.0,ford
6721, T-Cross,2019,Manual,4082,Petrol,145,48.7,1.0,vw
7483, Polo,2019,Manual,4669,Diesel,145,57.7,1.6,vw
9839, C Class,2015,Automatic,42000,Diesel,20,65.7,2.1,mercedes
13593, Fiesta,2009,Automatic,39000,Petrol,200,43.4,1.4,ford
12757, Fiesta,2018,Manual,23918,Petrol,145,65.7,1.0,ford
4367, Golf,2020,Manual,517,Petrol,145,49.6,1.5,vw
421, T-Roc,2019,Manual,4809,Petrol,145,42.2,1.5,vw
3108, A3,2020,Manual,3662,Diesel,145,52.3,1.6,audi
2441, 2 Series,2019,Manual,103,Diesel,145,51.4,2.0,bmw
12573, Up,2019,Manual,1307,Petrol,145,54.3,1.0,vw
2954, Ka+,2017,Manual,18127,Petrol,145,57.7,1.2,ford
12042, A Class,2020,Automatic,2033,Petrol,145,28.5,1.3,mercedes
1644, Golf,2016,Semi-Auto,43981,Diesel,30,62.8,2.0,vw
10446, Q3,2019,Automatic,7126,Petrol,150,38.2,1.5,audi
17219, KA,2009,Manual,68441,Petrol,30,55.4,1.2,ford
10391, 2 Series,2015,Automatic,26000,Petrol,160,47.1,2.0,bmw
14804, Amarok,2017,Automatic,25624,Diesel,260,36.2,3.0,vw
4101, Focus,2017,Manual,22158,Petrol,20,60.1,1.0,ford
2013, Superb,2017,Semi-Auto,16726,Diesel,150,61.4,2.0,skoda
8029, C Class,2019,Semi-Auto,1273,Petrol,145,44.1,1.5,mercedes
8292, A3,2014,Automatic,7595,Petrol,125,50.4,1.8,audi
4284, Fabia,2017,Manual,15000,Petrol,20,58.9,1.2,skoda
3637, Focus,2019,Manual,5660,Petrol,145,60.1,1.0,ford
6264, X5,2019,Automatic,9339,Diesel,145,37.7,3.0,bmw
9589, 4 Series,2016,Automatic,29041,Diesel,30,65.7,2.0,bmw
8389, A Class,2019,Semi-Auto,487,Diesel,145,65.7,1.5,mercedes
2730, Golf,2016,Manual,27911,Petrol,30,53.3,1.4,vw
13512, Touareg,2019,Semi-Auto,2719,Diesel,145,34.5,3.0,vw
6232, Prius,2016,Automatic,53500,Hybrid,0,68.9,1.8,toyota
10387, A Class,2018,Automatic,7519,Diesel,145,68.9,1.5,mercedes
4724, Golf,2018,Automatic,33893,Petrol,150,53.3,1.4,vw
6885, 2 Series,2019,Semi-Auto,5536,Diesel,145,68.9,2.0,bmw
15336, Fiesta,2018,Manual,27516,Petrol,145,65.7,1.0,ford
5357, A5,2020,Semi-Auto,4709,Diesel,145,48.7,2.0,audi
4815, Aygo,2015,Semi-Auto,42328,Petrol,0,67.0,1.0,toyota
4893, Golf,2013,Automatic,34492,Petrol,20,60.1,1.4,vw
6239, Passat,2016,Manual,26328,Diesel,20,68.9,2.0,vw
6858, Fiesta,2014,Manual,32720,Petrol,0,65.7,1.0,ford
4393, Kuga,2017,Manual,23915,Diesel,150,64.2,1.5,ford
11570, Tiguan,2015,Manual,47000,Diesel,145,53.3,2.0,vw
8586, Kuga,2017,Manual,29678,Diesel,145,54.3,2.0,ford
6306, 1 Series,2019,Automatic,7312,Petrol,145,34.5,2.0,bmw
4484, Fiesta,2018,Manual,13222,Petrol,145,65.7,1.0,ford
16019, Mondeo,2018,Automatic,31345,Diesel,145,45.6,2.0,ford
14059, Fiesta,2016,Manual,24257,Petrol,0,65.7,1.0,ford
3638, 2 Series,2015,Semi-Auto,33419,Diesel,20,68.9,2.0,bmw
2050, Yaris,2019,Manual,1899,Petrol,145,47.9,1.5,toyota
16233, Focus,2017,Manual,26488,Diesel,0,74.3,1.5,ford
931, Superb,2018,Automatic,7000,Diesel,145,61.4,2.0,skoda
1918, A3,2014,Manual,73722,Petrol,30,57.6,1.2,audi
7795, A3,2005,Manual,104000,Petrol,240,38.1,2.0,audi
12131, Up,2015,Manual,37500,Petrol,20,62.8,1.0,vw
3094, 1 Series,2018,Semi-Auto,19062,Diesel,150,44.1,2.0,bmw
5376, E Class,2019,Semi-Auto,9325,Diesel,145,46.3,3.0,mercedes
897, Yaris,2014,Automatic,23998,Hybrid,0,76.3,1.5,toyota
15011, Jetta,2014,Automatic,28044,Diesel,145,53.3,2.0,vw
6307, Q5,2020,Semi-Auto,500,Hybrid,135,117.7,2.0,audi
4870, E Class,2019,Automatic,14499,Diesel,145,72.4,2.0,mercedes
13105, C Class,2019,Automatic,8273,Diesel,145,56.5,2.0,mercedes
11511, E Class,2016,Automatic,13000,Diesel,125,58.9,2.1,mercedes
13561, Fiesta,2016,Manual,30356,Petrol,20,62.8,1.0,ford
1912, Edge,2018,Semi-Auto,26602,Diesel,145,48.7,2.0,ford
5675, Fiesta,2019,Manual,17009,Petrol,145,60.1,1.0,ford
3609, E Class,2017,Automatic,20737,Diesel,145,65.7,2.0,mercedes
7337, A4,2017,Manual,26650,Petrol,145,48.7,1.4,audi
1021, C Class,2018,Semi-Auto,9250,Petrol,145,46.3,1.5,mercedes
1792, 3 Series,2014,Manual,62828,Diesel,125,61.4,2.0,bmw
8811, E Class,2017,Semi-Auto,24000,Diesel,145,65.7,2.0,mercedes
7156, Ka+,2018,Manual,12679,Petrol,145,57.7,1.2,ford
2183, Golf,2020,Manual,2000,Petrol,145,49.6,1.5,vw
1449, E Class,2015,Semi-Auto,45033,Diesel,125,56.5,2.1,mercedes
8134, Polo,2016,Manual,36000,Petrol,150,47.0,1.8,vw
14081, Fiesta,2016,Manual,26000,Petrol,145,47.9,1.6,ford
7241, 5 Series,2019,Semi-Auto,12391,Diesel,150,62.8,2.0,bmw
706, T-Roc,2019,Automatic,6979,Petrol,145,34.5,2.0,vw
57, 3 Series,2016,Manual,30521,Diesel,20,68.9,2.0,bmw
4398, Golf,2018,Semi-Auto,33219,Petrol,145,60.1,1.0,vw
17845, Focus,2011,Manual,48000,Petrol,145,47.1,1.6,ford
1615, Superb,2017,Automatic,36093,Diesel,145,61.4,2.0,skoda
15624, Mondeo,2016,Manual,85810,Diesel,0,78.5,1.5,ford
4127, Golf,2018,Semi-Auto,29382,Diesel,145,67.3,2.0,vw
7148, Focus,2018,Manual,16513,Petrol,145,57.7,1.0,ford
13999, Fiesta,2017,Automatic,39000,Petrol,0,57.7,1.0,ford
4574, Fiesta,2017,Manual,40176,Diesel,145,88.3,1.5,ford
6064, E Class,2019,Semi-Auto,7499,Diesel,145,67.3,2.0,mercedes
3047, Octavia,2018,Semi-Auto,14748,Petrol,145,57.7,1.4,skoda
1987, X1,2019,Semi-Auto,6153,Petrol,145,35.3,2.0,bmw
10833, Focus,2020,Manual,807,Diesel,145,62.8,1.5,ford
8782, Q3,2016,Semi-Auto,16813,Petrol,145,47.9,1.4,audi
2363, A6,2016,Semi-Auto,38478,Diesel,160,51.4,3.0,audi
1516, GLC Class,2016,Semi-Auto,30000,Diesel,125,56.5,2.1,mercedes
9825, Polo,2014,Manual,16339,Petrol,20,60.1,1.2,vw
5348, Citigo,2016,Manual,18255,Petrol,0,67.3,1.0,skoda
9573, A Class,2017,Manual,18791,Petrol,125,51.4,1.6,mercedes
11694, GLC Class,2017,Automatic,26968,Diesel,125,56.5,2.1,mercedes
3122, Octavia,2019,Manual,13500,Petrol,150,55.4,1.5,skoda
1106, Yaris,2013,Manual,87210,Diesel,20,72.4,1.4,toyota
9443, Focus,2019,Manual,6623,Petrol,145,60.1,1.0,ford
5877, Octavia,2019,Automatic,6846,Petrol,145,35.8,2.0,skoda
13484, KA,2016,Manual,21466,Petrol,145,57.7,1.2,ford
10595, Tiguan,2019,Manual,3050,Diesel,150,47.9,2.0,vw
3944, M4,2020,Semi-Auto,1000,Petrol,145,34.0,3.0,bmw
7630, S4,2020,Automatic,1500,Diesel,145,39.2,3.0,audi
4165, C Class,2018,Automatic,28629,Diesel,145,60.1,2.1,mercedes
17595, Focus,2017,Automatic,31821,Petrol,125,51.4,1.0,ford
9630, Fiesta,2016,Manual,15250,Petrol,0,65.7,1.0,ford
13716, Kuga,2015,Manual,29551,Diesel,125,60.1,2.0,ford
8088, 3 Series,2015,Manual,28656,Petrol,145,47.9,2.0,bmw
2755, 3 Series,2019,Semi-Auto,10361,Diesel,145,62.8,2.0,bmw
7707, S Class,2018,Semi-Auto,2984,Diesel,145,48.7,3.0,mercedes
5347, A5,2017,Semi-Auto,48272,Petrol,150,37.7,3.0,audi
7520, A5,2020,Automatic,1500,Diesel,145,51.4,2.0,audi
16948, Fiesta,2016,Manual,29812,Petrol,0,65.7,1.0,ford
7076, A3,2016,Manual,53000,Petrol,200,40.4,2.0,audi
12153, E Class,2017,Automatic,34786,Diesel,20,72.4,2.0,mercedes
42, GLC Class,2019,Automatic,9886,Diesel,145,41.5,2.1,mercedes
1821, Golf,2015,Manual,22831,Petrol,205,39.8,2.0,vw
415, Q3,2015,Manual,38244,Petrol,145,49.6,1.4,audi
10865, CLA Class,2016,Automatic,30106,Diesel,125,58.9,2.1,mercedes
982, Focus,2019,Manual,3011,Petrol,145,34.5,2.3,ford
763, Yeti Outdoor,2017,Semi-Auto,28541,Petrol,150,51.4,1.2,skoda
2382, Golf,2019,Semi-Auto,12606,Diesel,145,49.6,2.0,vw
6155, Prius,2019,Automatic,2100,Hybrid,135,62.8,1.8,toyota
8815, GLE Class,2018,Semi-Auto,13000,Diesel,145,47.9,2.1,mercedes
9653, A Class,2015,Manual,27442,Diesel,20,70.6,1.5,mercedes
9914, 3 Series,2007,Automatic,97284,Diesel,260,42.2,2.0,bmw
3921, 1 Series,2016,Semi-Auto,24485,Petrol,200,39.8,3.0,bmw
8495, Polo,2018,Manual,17576,Petrol,150,64.2,1.0,vw
6117, Prius,2017,Automatic,45756,Hybrid,140,94.1,1.8,toyota
4980, Q3,2016,Semi-Auto,52442,Diesel,165,50.4,2.0,audi
1549, Yaris,2015,Manual,13003,Petrol,30,58.0,1.3,toyota
8777, Edge,2018,Semi-Auto,27215,Diesel,150,47.9,2.0,ford
1462, Fiesta,2015,Manual,42716,Petrol,0,65.7,1.0,ford
2170, Q5,2015,Manual,40785,Diesel,205,47.9,2.0,audi
5753, Passat,2018,Semi-Auto,32007,Diesel,145,62.8,2.0,vw
4985, GLE Class,2020,Semi-Auto,3999,Diesel,145,36.7,2.0,mercedes
9979, Fiesta,2019,Manual,4372,Petrol,150,56.5,1.0,ford
851, Ka+,2017,Manual,11504,Petrol,145,57.7,1.2,ford
2597, Golf,2017,Semi-Auto,38404,Petrol,150,55.4,1.4,vw
7714, RS4,2018,Automatic,12500,Petrol,145,32.1,2.9,audi
2427, Fiesta,2013,Manual,33850,Petrol,30,54.3,1.2,ford
8055, 2 Series,2015,Manual,48937,Diesel,30,62.8,2.0,bmw
10466, Kuga,2019,Manual,7962,Diesel,145,37.7,2.0,ford
651, Kuga,2017,Semi-Auto,23270,Diesel,145,54.3,2.0,ford
3033, 3 Series,2019,Semi-Auto,27000,Petrol,150,47.9,2.0,bmw
8418, Fiesta,2017,Manual,26766,Petrol,0,65.7,1.0,ford
9299, CLS Class,2019,Semi-Auto,2798,Diesel,145,47.9,2.9,mercedes
11374, GL Class,2014,Automatic,43632,Diesel,145,55.4,2.1,mercedes
8139, Fiesta,2015,Manual,16083,Petrol,0,65.7,1.0,ford
11830, Focus,2017,Manual,30806,Diesel,145,74.3,1.5,ford
16622, Fiesta,2013,Manual,20163,Petrol,0,65.7,1.0,ford
7689, R8,2014,Automatic,35000,Petrol,570,21.9,5.2,audi
2001, Golf,2015,Manual,22836,Petrol,30,53.3,1.4,vw
9543, Polo,2019,Manual,12865,Petrol,145,47.9,1.0,vw
1146, Q3,2020,Semi-Auto,4432,Petrol,145,39.2,1.5,audi
5244, 1 Series,2020,Semi-Auto,1250,Diesel,145,48.7,2.0,bmw
5352, A5,2018,Semi-Auto,16393,Petrol,145,50.4,2.0,audi
16776, Fiesta,2015,Manual,16754,Petrol,0,65.7,1.0,ford
3460, Auris,2017,Manual,21951,Petrol,145,58.9,1.2,toyota
537, Octavia,2018,Manual,19351,Diesel,145,67.3,1.6,skoda
8657, C Class,2019,Semi-Auto,2524,Petrol,145,45.6,1.5,mercedes
12247, Fiesta,2017,Manual,21956,Petrol,145,65.7,1.0,ford
1864, Focus,2018,Manual,12234,Petrol,145,41.5,2.0,ford
1014, Golf,2016,Manual,39981,Diesel,20,67.3,2.0,vw
2683, Superb,2019,Semi-Auto,5288,Diesel,145,54.3,2.0,skoda
3670, 1 Series,2017,Manual,9243,Petrol,145,52.3,1.5,bmw
10366, A Class,2020,Automatic,345,Hybrid,140,1.1,1.3,mercedes
4039, Focus,2019,Manual,8985,Petrol,145,60.1,1.0,ford
13158, Focus,2017,Manual,30801,Diesel,20,67.3,2.0,ford
12637, Up,2017,Manual,22314,Petrol,150,64.2,1.0,vw
1015, X1,2016,Automatic,47277,Diesel,145,55.4,2.0,bmw
2734, Yaris,2017,Manual,14094,Petrol,30,58.0,1.3,toyota
9663, Fiesta,2017,Manual,17066,Petrol,150,65.7,1.0,ford
8645, B-MAX,2016,Manual,23002,Diesel,0,74.4,1.5,ford
17580, Fiesta,2017,Manual,26360,Diesel,0,88.3,1.5,ford
7621, EcoSport,2016,Semi-Auto,19961,Petrol,160,44.8,1.5,ford
14740, Amarok,2019,Automatic,3460,Diesel,260,33.6,3.0,vw
2160, X1,2016,Semi-Auto,18326,Diesel,125,57.6,2.0,bmw
4932, Focus,2018,Manual,15012,Petrol,150,57.7,1.0,ford
