,price
13598,17980
9066,12790
2655,20845
7498,24699
274,18045
1076,13398
8886,11795
10869,13999
4623,25450
5176,26990
8806,11290
12050,15490
3954,16490
6899,17995
1553,12195
3752,9999
4690,31270
12635,35444
4578,19998
3384,9491
12112,20800
6669,11791
14728,36999
2043,26998
6151,12347
7156,17999
8097,39999
2640,16600
1871,11999
721,22479
11665,16599
1903,21097
4486,12999
1936,21490
5043,7990
1576,11995
3221,17200
8835,19500
2927,15490
3626,13950
12318,7495
896,20885
2071,9920
15830,16499
3749,19270
4810,13800
4799,13998
3729,17350
2620,10500
2556,17495
7749,47250
1636,19117
4561,15995
771,27490
5246,36495
15141,10700
3193,39980
11529,23491
4988,22500
10632,13000
4484,6620
11464,19000
8625,11300
3526,24790
3504,18499
4887,18000
11320,11199
5547,22500
17557,10750
3898,8250
5557,11990
7243,25479
10368,15700
6381,18199
8661,18950
8395,15649
6545,19491
11272,29590
3479,24990
152,13500
16981,2895
8161,12484
12144,4200
3962,14441
5261,26995
9676,12400
3797,30850
5045,31990
6481,23788
479,25450
2241,10995
6449,7990
4496,7990
9589,10200
4120,10490
12582,19000
12872,22250
9133,21490
7434,8995
6046,27995
2184,10500
2626,8995
9449,15599
10647,17200
7996,19431
7887,15000
5078,9998
12872,7000
7936,13171
14393,15541
11668,22250
10897,23995
8667,17990
1685,19775
3078,8700
2574,16994
11658,12000
8241,12795
3084,24390
6255,13270
5264,38450
9219,12980
6623,24403
830,20350
6693,13450
2645,21990
4021,16291
5360,17300
827,19599
10685,10500
10117,9699
15,23980
11332,23990
1518,16100
11203,11999
4693,5995
3131,28980
3449,7750
3127,8390
857,14498
6231,21890
7926,17990
7351,12995
2935,7950
4329,22500
1113,49496
8782,18700
14038,26990
5901,4790
6900,20199
3383,30870
4053,7700
5876,67900
5130,28452
2425,22490
6212,17750
5659,18995
2820,25302
5250,34950
1403,16000
5589,13000
8384,10999
15121,52991
2771,22000
9404,14995
9112,33991
3331,19505
1939,7998
12734,12999
9788,30000
1137,19700
341,20906
923,12995
4128,6595
14092,7990
4178,17500
12208,11299
6643,15700
7186,11795
622,22490
4899,18999
38,18695
595,24498
13939,10500
1216,17998
1519,28320
2863,24980
2096,15495
5366,9991
9836,17850
10770,6480
4487,7842
5169,13590
3870,33450
2207,15495
552,13998
9949,10000
1166,25690
11893,10099
2813,25450
6773,22894
3284,35505
665,18796
9613,18999
4091,33991
9703,14799
4015,16790
10607,42995
10552,16479
10785,35400
11851,19895
12253,19000
5438,10300
6618,27149
4936,33000
11072,14999
6837,9495
7168,23570
7353,14295
610,6871
3015,15322
4202,14000
1246,16498
8565,19985
1322,33910
14346,18499
7988,9211
3171,13995
14559,19490
10506,27999
14140,9799
2116,9995
10652,17495
3893,12799
1074,10450
2231,16995
1041,25888
1370,19990
7437,28495
214,20985
3123,25595
3993,16690
7433,17000
5164,7475
13082,17595
5315,33450
2977,15494
4107,39991
7495,10850
5641,24490
343,13995
5952,14490
14558,9921
7714,66599
3847,7995
3936,28990
9213,25995
4829,9498
10496,15465
4877,9444
3073,19780
2639,10993
8527,7510
1684,26490
9325,7550
10359,12383
8254,5995
4564,24890
10494,27495
7742,9990
7602,29888
6813,16491
12101,25780
1980,7580
3136,26491
14723,18995
599,19998
9200,22699
5059,9716
2738,20480
6095,18499
7982,11498
2954,17620
11052,10899
14501,7991
1747,13698
7281,24500
6076,18480
6674,38995
3483,8991
8083,20999
5793,8795
10524,23000
1520,29700
8387,10600
5249,8299
8312,14821
1384,15990
9007,8199
211,20498
8503,16849
9713,10989
7446,10995
13229,11489
3290,12590
1120,15998
997,19998
9178,9995
3259,12490
3658,10700
14852,36999
4790,14300
8431,10706
10722,18995
3919,9350
8983,14999
2187,18880
2500,17000
10593,61995
14851,28965
3736,6470
1369,11495
6225,12710
8958,15199
5629,12945
3400,26980
1485,13791
5787,8595
8241,25999
11460,19999
11833,16399
2894,8995
2252,15250
10869,17900
585,34995
2183,13295
12661,7800
2596,12498
6278,6995
2573,22650
7807,41949
8683,28799
919,10990
10056,17495
1505,22800
5867,7998
8701,25399
3067,11891
10971,25950
12001,15700
5661,19990
8851,10000
6830,44499
14834,26998
3675,10990
48,20200
619,14898
5019,49490
6123,14157
12504,9000
4152,17990
10325,10750
4612,9990
5847,9561
5851,15500
4043,10495
4926,7991
954,18495
6312,18490
4975,19490
3690,14750
7687,10191
8103,11450
5351,30927
8201,11199
4012,8465
1848,11970
3412,16600
13086,13500
4472,24975
6763,12600
7038,8599
372,20498
15908,4695
2866,9150
4483,23980
14025,5990
1499,19000
2697,21920
12474,9991
5781,4795
865,19985
9381,5495
16244,13795
3859,29491
10661,20999
12195,16500
14414,5490
1980,12217
3758,22260
12519,16300
12446,15000
3485,7849
9345,22495
2367,21899
7899,9542
2363,14798
3341,8995
444,24990
4286,8495
2045,13923
16560,13499
8896,9999
3747,13999
17875,19000
3912,20990
4567,24990
17502,12900
14835,30785
5951,23980
2675,19298
7933,16689
9139,24988
10616,17250
2094,21995
1998,55980
2064,24980
466,24368
4547,8368
7246,25879
650,9498
4438,35722
1792,19444
4455,29931
10143,19940
5945,20495
7768,9998
576,8698
8227,16000
2204,36500
4017,13790
7847,40000
5933,17798
15263,18200
2941,31980
525,18498
4323,15290
7807,8490
5071,7700
9357,10995
3343,30650
1863,13499
4176,8890
621,11395
9740,8500
9868,9299
5065,43990
224,34498
1157,11850
301,20995
3382,28995
8515,20849
6182,20990
9533,7600
6198,37995
5920,16690
8672,9990
12701,16300
11100,18680
6552,10499
3537,11698
1999,18998
131,23448
5605,7000
3914,17561
14545,17990
4120,10016
6056,12600
9021,11600
10583,12700
5750,21990
6571,11995
2527,8199
1605,6492
4076,9990
379,7485
3025,16498
11447,16999
6120,29495
12603,39894
5369,16500
14664,9499
6402,26995
3769,27500
4038,11495
1415,11990
5636,22995
6779,20199
8000,8999
11014,21750
9440,26579
10459,14500
1677,9991
5343,22000
8763,13450
11382,5250
2606,12790
8972,21099
8137,24999
2257,29990
1802,33522
11007,18816
1925,11695
10802,8494
786,10995
9719,9390
13251,10950
4766,16800
3037,9080
5963,50000
11135,23991
10475,8799
12660,16780
4807,17880
4489,18698
3640,14761
1955,17298
725,17999
1939,25495
3556,15490
3970,26990
9449,7289
6044,11000
4470,21995
4521,18450
10478,15000
6075,23490
4401,17495
4109,25000
3469,31317
4123,12693
4593,16498
10084,10495
514,34259
6340,15945
8591,9881
6762,20481
5662,99850
5500,9695
11813,21990
2587,8995
2289,17250
7470,14775
3948,17480
11365,22441
5625,8991
7347,26399
13924,9300
4822,13995
4034,9995
8083,64999
5780,16795
2830,17975
3552,15995
564,19991
9412,37995
4343,30995
1345,15995
939,18000
9392,25945
16912,9299
9000,14500
2402,9991
9616,9500
2353,13998
2031,26380
5994,17991
5141,8590
4590,16360
12279,5999
5174,12280
4285,17495
8101,26599
10745,9999
2220,13200
6495,13960
5366,19300
9714,11890
10049,8995
9258,39649
10623,9400
1053,12995
5371,21010
12086,14790
10267,11500
12779,29267
13810,5499
1633,37900
295,18998
6031,13800
307,22940
2443,9992
17568,8200
10007,14750
4744,16950
3592,17495
13,67980
3874,7990
2171,21996
1094,6250
4589,11794
3299,35990
5896,27995
2215,21945
14509,7992
9217,15995
8913,7390
2094,16290
6687,22149
2239,23980
92,9895
9011,30399
12422,16000
2580,45995
13042,20100
3816,5997
6500,8000
9133,17500
2936,12690
1156,11190
8410,14890
2115,28366
4566,19495
9014,16000
8567,14000
5929,14995
13026,10990
11840,13095
17217,9295
8117,9990
8949,15000
2315,25926
10172,10495
11891,19799
208,5498
15248,8289
777,16498
5071,13490
5542,21790
10090,8495
9014,15499
9226,32499
6875,14485
1186,6498
9031,15990
3961,23495
7664,8990
9253,12350
17004,8950
3197,16872
652,6698
1458,20795
13103,15190
2684,18000
7769,9690
6347,29994
8868,20690
7704,61700
3733,19872
2984,11500
14673,19999
5614,11990
9484,7860
11625,21990
7907,14596
11467,18999
10443,20995
3483,25980
542,19998
10219,17595
1491,11990
7122,20249
9109,12991
16472,16499
12277,16500
4039,12997
1278,38880
9677,15399
5796,33250
16279,2995
5722,17995
344,13500
5597,8794
6858,23099
354,39990
6255,29882
17570,7900
668,12498
974,18495
452,31950
14451,24995
2324,14998
9592,13000
17887,10850
12065,18795
8542,15799
229,34985
8275,18999
16081,9099
2044,18998
4462,9740
113,21995
2003,16490
4235,11298
1569,12245
4665,16775
9724,14000
7036,22400
4185,36850
132,12600
2556,25210
6709,17980
8810,23193
12483,10809
12857,55290
924,9698
10730,14200
1589,13490
1090,17998
4045,6495
4807,12995
4545,7999
5016,19996
2131,9495
2326,15991
5408,18890
4335,15495
1661,19998
3295,23990
12961,24495
5519,8995
10999,13550
11663,16299
4975,12500
10181,16700
6194,20490
9945,13289
112,11700
5918,24486
1099,16698
2140,12000
11834,18700
4178,18590
10440,17990
11851,41990
6722,20591
6087,16790
6321,27950
14327,10990
4230,19850
11004,18999
3226,28490
1914,17995
2182,27498
884,20995
9436,6500
10507,12295
15020,9960
13984,24990
347,17998
10733,10990
4688,24652
6611,19680
7234,11500
5396,6495
9486,9000
1647,22888
2137,18760
5688,15360
15390,17800
12348,7000
453,18298
7000,18000
5605,17700
11170,11500
5336,11620
1375,12000
2932,34980
3732,14000
5881,28990
7926,10495
3296,12490
7367,4195
3442,15110
5270,10268
2808,12980
2947,21980
2366,12221
9339,15000
13220,10500
5094,7995
2895,5850
16565,17999
398,16295
8716,11400
4458,20280
6869,12000
12855,43490
2216,29416
2695,18000
10121,25495
632,18498
4285,13990
2869,20980
2705,10950
9920,19999
11739,31490
3562,11498
2070,10471
1223,12756
8693,21000
9361,21495
7766,13698
1716,7540
3651,19999
1192,12480
385,21498
16052,18995
2037,9424
11737,24990
10703,17000
7228,17000
274,17999
11646,11600
4711,13700
2006,20440
9209,24924
4410,28980
10150,24790
7401,22000
3517,31190
2149,10930
656,29900
4735,11999
25,18500
9679,27950
4835,12999
4349,27995
2916,11120
4982,10130
15914,11000
6403,24995
1754,20798
6936,23771
4159,6570
5527,22995
11355,5750
11506,18499
865,19000
3821,8997
14177,17300
11937,7300
11292,23990
131,18750
5302,16272
9863,9790
2552,10050
6293,4490
12719,14499
2138,8000
14426,4940
17944,18499
4640,8990
13441,39990
5686,14580
10476,13500
3035,10191
3118,22500
9125,24439
7950,10231
11016,18750
5013,10791
9924,8295
3862,10490
1049,11495
1105,22444
3850,5997
12649,9995
11560,11499
6387,15366
10980,9543
5997,11691
1899,13990
14930,13000
7588,8990
4779,7598
6518,18495
9990,17490
7975,13999
4712,26495
5295,9700
1132,8995
10115,19690
2642,59922
11819,18450
2667,26095
5015,12249
4996,7901
5598,34000
8269,15250
4433,9800
1188,8520
6258,29490
9463,14824
4417,28920
1153,23750
7138,11540
3179,25986
6096,27485
14714,10998
1540,10095
3286,14000
4369,10991
7057,6791
4887,43740
6451,20889
3416,17950
15846,12290
3161,27980
8196,9600
4332,16498
4515,31750
5291,10991
11827,23000
8745,11900
8150,6200
507,10998
2062,7810
358,20495
1390,18900
7511,14750
1108,11991
7279,12500
8257,20940
2270,21945
4871,17490
3974,11000
10160,10999
11494,7499
3799,15997
3028,24780
4510,17920
1564,7698
567,13490
10960,15399
2495,10991
424,14998
326,23390
10369,10600
10462,16995
3441,7520
11085,16290
5465,10465
7122,10820
1562,16747
12823,5000
10951,17000
10343,20600
2860,12732
14361,23499
5563,15491
9490,5440
4660,23355
3110,8995
13511,42995
4838,16480
5265,36000
6994,9500
3790,30450
11388,17490
865,7990
8704,13950
9966,44000
5347,14540
5945,29290
1747,35698
11878,9450
1045,17820
13640,19500
1599,5998
7225,19999
9601,13977
353,29998
14718,17490
9995,8700
16841,3199
2433,10989
14419,7960
11516,16399
1745,17498
182,18995
15026,10650
15400,8700
6049,20990
13023,21400
13959,23996
10390,17480
9439,31900
4930,29500
14020,21502
2564,24990
3222,10499
3251,9298
2801,19391
3255,15637
9091,26899
16701,7199
6362,25290
9890,13399
1290,13250
1811,21999
15004,8852
2702,20990
1029,16990
5873,7798
1900,10395
9732,10150
17387,1449
5453,20190
526,13498
3525,17495
8421,8499
10086,11495
8521,12999
7936,11998
57,19000
2202,21500
5073,24990
16157,12495
1713,18999
8569,55199
8775,11300
58,5980
8660,20450
10665,9300
8259,26399
9210,28490
3096,13295
13340,9129
4017,10122
16266,22390
6764,17996
326,35998
7775,10698
8589,15000
10147,24970
5864,5950
1928,8395
4022,25250
4789,10606
5217,17999
2967,8495
4778,7979
6480,12750
10332,8760
13000,16500
12403,17250
1027,16250
10974,13099
8332,26399
8093,10940
8443,12199
2498,14490
78,15000
13292,17700
417,27293
4403,3998
9031,17699
2282,20486
5383,31450
3448,25980
5105,12050
420,30500
628,12998
10563,10600
9213,28490
891,12700
16522,8799
6981,11588
16356,2495
4,17300
2636,8295
5823,12899
2591,9450
2083,11779
14688,5299
943,8698
12801,5499
3261,37990
2092,56499
1754,13998
9553,29995
3265,31666
14580,9907
4555,15490
1918,12000
8873,39759
1163,7180
8696,19600
1402,9298
8340,8998
3469,10985
3578,31995
10624,17820
8488,11000
8162,20389
1461,22646
5209,11770
670,21998
1188,17995
11469,18899
12280,14600
6250,9995
1783,9995
6553,23995
16931,17500
5903,13400
13350,21995
898,4490
14194,17495
10834,22000
12671,10500
1193,21498
2866,15995
6530,9495
2029,11995
2717,28490
5872,20999
9757,15795
4159,7995
5976,19232
13252,12500
12900,25799
2444,8995
3654,17550
8792,19000
9701,8490
1471,24622
3173,7495
1099,6900
6180,29999
11180,18999
8822,16500
54,3890
16777,9369
367,7498
9834,6499
4275,10298
2340,13999
5037,18490
5457,9995
4492,16999
6156,16890
4105,16500
2914,9749
10930,13672
6051,5995
1527,11995
2912,20491
11621,25590
2932,19695
4611,18000
3458,6690
12881,8700
8708,44399
4668,11495
11246,3995
8479,14995
9518,15500
3684,7498
904,16595
3916,39991
1487,5570
7739,8720
729,12698
1258,17044
2221,16298
4189,27980
1764,7450
6864,38899
2985,14498
7654,19888
2821,23990
10333,23500
14966,10500
1567,9998
13174,11490
5355,28450
12479,14000
7589,27000
10077,15000
4764,8995
7523,9241
6002,13995
537,12498
1159,7995
2484,22991
14331,7999
9396,28495
14181,19500
6591,17099
45,17995
2562,14491
7183,19699
91,28491
14424,6999
2069,10610
8307,36809
7945,17234
10179,16700
10221,19495
7236,25299
11906,29995
7432,8995
4494,8333
6844,12695
4262,25000
3831,7990
8659,11500
319,34985
1855,24448
1540,16998
5652,18498
6672,52291
11843,14995
3968,13390
11225,32390
7840,15300
172,10998
2497,13695
4615,34995
8931,17995
8268,22350
10097,19798
3929,23780
4958,19250
3697,20496
534,20999
7539,25639
2821,20998
10283,9500
3683,18000
4479,9850
91,23440
10370,18998
5340,12250
79,18640
267,64998
4946,35490
6434,31995
5593,13371
10711,22712
2552,16000
11376,9299
6100,23498
1272,8498
7463,13495
5032,14998
13750,43990
12922,29500
5788,9800
5859,9608
5137,33842
8615,61950
3880,27298
12071,10295
17823,15499
7,10948
17809,11500
5178,26990
5506,4299
7089,11250
14503,7991
2755,13400
8043,10995
3810,7998
4301,17790
331,42000
12766,17800
1167,12880
3026,14188
7656,36888
6524,26299
1358,14498
17856,8500
7254,20100
12644,10990
1789,14612
2106,10795
482,24980
1753,8295
1838,19950
332,16998
329,10498
4676,25290
17163,11995
4865,25780
135,20480
4142,13795
339,38489
15030,9995
5729,12830
3819,7697
7238,8495
10666,12000
5068,23940
2802,8990
3735,12750
3336,14505
4035,53795
4260,5995
17537,12400
1077,9210
14782,14299
1670,7449
4684,7200
2252,20150
1024,22350
202,17485
4285,47950
570,26698
9413,13500
5783,35990
8513,10388
958,20498
1935,18990
11448,20999
9466,15699
1963,12495
7356,9695
1831,17250
9907,10100
670,15498
10660,4995
10569,15500
3318,15369
5062,13990
13199,16000
214,23995
6277,8482
3070,15990
2032,19795
6553,16990
745,2595
7362,23199
597,13498
612,20995
16070,2999
1779,13998
42,19500
1456,24269
9769,23995
6744,14990
4138,22480
3247,13490
5362,99950
1709,34222
1469,10995
10272,25498
9825,25500
7814,10498
4053,9495
1467,32499
17256,8795
5630,12950
13726,10991
8432,16610
9458,15999
6443,6950
9526,13800
296,25995
5335,9400
10887,15990
5669,10298
7796,24889
3156,20980
8360,16499
9133,12790
1839,25780
5698,18698
13475,4500
12392,17800
9598,27490
13342,19999
555,25995
9110,11991
2242,11495
7781,23399
4882,12990
2212,18150
492,18798
3669,6995
9637,10695
2777,22480
7997,26500
6193,12250
4572,16950
158,10600
7495,24799
5214,6795
916,30750
7247,25879
3583,17250
9164,14990
4576,20000
1071,10999
7407,13999
6106,28151
5214,40995
7282,20600
3227,26998
11405,30795
16272,14000
14814,31350
8749,23282
7738,16000
13853,18200
2242,18995
5664,24990
4979,24980
7557,17500
7005,15995
7421,16000
6235,24890
8671,87478
2085,11350
4817,9297
5643,11495
14112,15998
3960,7480
11755,22490
4324,22990
4406,5995
254,20499
9210,9995
5164,6245
1334,19990
132,18890
3081,13150
854,15312
16288,9950
5885,12495
3229,25480
9128,15690
10687,8990
10416,22490
12959,9890
8829,11650
510,6500
5970,18900
1426,33995
1987,8995
4103,31990
2651,14401
3028,17380
14952,16600
9699,11899
1425,10498
603,12798
10510,10400
107,19950
9667,15650
935,12898
8662,8490
634,21995
15736,8000
17349,7695
1994,15122
7024,28000
11094,19850
906,5498
985,22000
9322,45099
7617,14990
5488,10350
12205,28000
12974,9250
9108,17491
839,9498
13946,24750
6274,17990
5274,6500
2269,15282
11150,9295
63,24490
6143,15495
17094,17250
101,30960
9148,14995
7987,7998
3956,27290
8735,6800
11226,16490
8606,24299
16177,10495
8571,8295
7864,5700
509,20995
1180,24000
13814,17000
10168,17995
3100,26980
9319,11995
8203,9700
15927,9199
4564,52995
4540,16595
10224,4250
8397,23149
14265,8699
9706,31449
6491,18989
2306,31880
8410,9699
2283,10991
8830,19600
9998,10800
12963,4695
13735,9544
5325,30000
6873,13990
6191,17995
10545,13350
2584,28495
4524,24950
10638,13300
6930,10290
1849,10795
2257,8950
4894,6950
1103,9791
8462,25999
1714,26990
12816,4800
10952,13299
7439,16000
12783,16499
9973,16480
9196,46299
9477,10766
14380,5356
16,17995
10613,14300
11151,12995
5898,57800
1707,21792
9475,25990
14153,8495
5129,59990
1669,12995
12654,13000
13844,42499
6851,11430
10366,10300
7100,12698
10762,22995
9967,9290
4025,26490
5133,25000
13453,40996
3110,23995
11672,38000
13921,12300
6600,18806
3989,9495
1165,15896
1043,6607
5088,21490
2518,19972
1007,16995
1252,12980
9772,13990
9445,17900
11149,17480
10709,20252
3335,30755
6730,21992
10118,12199
5086,13990
11440,13599
3210,16798
2461,16980
468,15498
575,14500
2851,14137
1799,8890
648,11998
3652,6750
2915,25980
5895,11590
2404,11857
4752,8495
3038,13300
1812,22999
16534,13999
12305,17950
8147,7340
9019,16500
346,33000
514,21498
9674,13695
8306,14495
11671,12399
6581,9400
4437,10991
3432,11750
8069,14899
11071,12429
2093,10856
1476,14740
9625,10500
3106,14981
2977,16995
1688,21773
9077,10995
801,19985
10068,34890
8840,43649
2583,5995
2286,19480
5409,21000
4645,7195
11409,26475
14410,17699
3433,7295
7092,15997
959,8998
6672,32345
4931,34980
17281,7995
11771,14400
8401,11399
9206,25990
5556,21200
14854,26199
5085,9890
16650,6995
1443,14498
7462,8695
11475,13995
5235,24860
3401,29980
8389,13495
3392,18998
8729,17000
2276,18995
2626,9990
11530,28990
12211,15200
2339,16995
11385,28490
9627,8500
5807,15995
2903,15290
14179,26699
13265,14995
7584,10990
8602,8995
5801,20995
5273,23990
9564,20500
3212,9650
1128,10630
10749,7499
3220,17499
5255,19240
5250,20990
1348,29991
637,21750
822,14998
5724,23940
10318,16500
13773,19495
4095,21798
46,18000
11553,10299
6374,19400
11460,14799
11080,12890
1069,20850
2621,13100
9382,17299
1829,24000
3401,24791
2049,23500
6116,20970
6523,22990
4721,22594
4599,9990
9163,13690
891,18990
10293,31991
1169,21998
2807,18475
2564,8300
9842,3950
697,11679
10676,19750
6020,21800
10592,18748
10204,9400
8156,9401
1516,26995
12664,24000
5087,40999
738,10698
17300,19000
6705,24572
7916,13230
3197,30995
4732,21540
4479,9495
12918,19999
4259,4560
4321,15690
7728,14990
8421,18350
8353,21499
4952,7495
5187,30980
154,11998
14024,6490
5719,17090
514,37145
10972,31450
172,29998
4190,26980
6809,22880
6594,10080
5688,21750
10400,8250
14219,17995
11079,30850
6638,22075
7162,51900
4415,19680
433,13998
8062,18400
7563,15990
6222,24450
10527,15479
6716,17490
11912,9995
11685,34750
5160,6290
4941,13995
